,Questions,Queries
1690,Trình bày ý nghĩa của Hòa ước Bret Litốp được kí vào tháng 7 - 1921,"match (e:KiKet)-[:ten_goi]-(a) where a.name = ""Hòa ước Bret Litốp""
match (e)-[:dien_ra_vao|thoi_gian_bat_dau|thoi_gian_ket_thuc]-(b) where b.name = ""tháng 7 - 1921""
match (e)-[:y_nghia]-(c)
return c"
1691,Trình bày ý nghĩa của Hiệp ước Nam Kinh được kí vào Tháng 6 - 1908,"match (e:KiKet)-[:ten_goi]-(a) where a.name = ""Hiệp ước Nam Kinh""
match (e)-[:dien_ra_vao|thoi_gian_bat_dau|thoi_gian_ket_thuc]-(b) where b.name = ""Tháng 6 - 1908""
match (e)-[:y_nghia]-(c)
return c"
1692,Trình bày ý nghĩa của Hiệp ước Tam cường được kí vào Năm 1916,"match (e:KiKet)-[:ten_goi]-(a) where a.name = ""Hiệp ước Tam cường""
match (e)-[:dien_ra_vao|thoi_gian_bat_dau|thoi_gian_ket_thuc]-(b) where b.name = ""Năm 1916""
match (e)-[:y_nghia]-(c)
return c"
1693,Trình bày ý nghĩa của Hòa ước Bret Litốp được kí vào giữa thế kỉ XIX,"match (e:KiKet)-[:ten_goi]-(a) where a.name = ""Hòa ước Bret Litốp""
match (e)-[:dien_ra_vao|thoi_gian_bat_dau|thoi_gian_ket_thuc]-(b) where b.name = ""giữa thế kỉ XIX""
match (e)-[:y_nghia]-(c)
return c"
1694,Trình bày ý nghĩa của Hiệp ước Xô - Đức được kí vào Ngày 1 - 11 - 1963,"match (e:KiKet)-[:ten_goi]-(a) where a.name = ""Hiệp ước Xô - Đức""
match (e)-[:dien_ra_vao|thoi_gian_bat_dau|thoi_gian_ket_thuc]-(b) where b.name = ""Ngày 1 - 11 - 1963""
match (e)-[:y_nghia]-(c)
return c"
1695,Trình bày ý nghĩa của Điều ước Tân Sửu được kí vào tháng 2 - 1930,"match (e:KiKet)-[:ten_goi]-(a) where a.name = ""Điều ước Tân Sửu""
match (e)-[:dien_ra_vao|thoi_gian_bat_dau|thoi_gian_ket_thuc]-(b) where b.name = ""tháng 2 - 1930""
match (e)-[:y_nghia]-(c)
return c"
1696,Trình bày ý nghĩa của Hiệp định Sơ bộ được kí vào Cuối thế kỉ XVI,"match (e:KiKet)-[:ten_goi]-(a) where a.name = ""Hiệp định Sơ bộ""
match (e)-[:dien_ra_vao|thoi_gian_bat_dau|thoi_gian_ket_thuc]-(b) where b.name = ""Cuối thế kỉ XVI""
match (e)-[:y_nghia]-(c)
return c"
1697,Trình bày ý nghĩa của Hiệp ước Nhâm Tuất được kí vào Năm 1271,"match (e:KiKet)-[:ten_goi]-(a) where a.name = ""Hiệp ước Nhâm Tuất""
match (e)-[:dien_ra_vao|thoi_gian_bat_dau|thoi_gian_ket_thuc]-(b) where b.name = ""Năm 1271""
match (e)-[:y_nghia]-(c)
return c"
1698,Trình bày ý nghĩa của Hiệp ước Xô - Đức được kí vào ngày 3 - 3 - 1918,"match (e:KiKet)-[:ten_goi]-(a) where a.name = ""Hiệp ước Xô - Đức""
match (e)-[:dien_ra_vao|thoi_gian_bat_dau|thoi_gian_ket_thuc]-(b) where b.name = ""ngày 3 - 3 - 1918""
match (e)-[:y_nghia]-(c)
return c"
1699,Trình bày ý nghĩa của Hiệp ước Nhâm Tuất được kí vào năm 1854,"match (e:KiKet)-[:ten_goi]-(a) where a.name = ""Hiệp ước Nhâm Tuất""
match (e)-[:dien_ra_vao|thoi_gian_bat_dau|thoi_gian_ket_thuc]-(b) where b.name = ""năm 1854""
match (e)-[:y_nghia]-(c)
return c"
1700,Trình bày ý nghĩa của Hiệp định Sơ bộ được kí vào tháng 2 - 1943,"match (e:KiKet)-[:ten_goi]-(a) where a.name = ""Hiệp định Sơ bộ""
match (e)-[:dien_ra_vao|thoi_gian_bat_dau|thoi_gian_ket_thuc]-(b) where b.name = ""tháng 2 - 1943""
match (e)-[:y_nghia]-(c)
return c"
1701,Trình bày ý nghĩa của Hiệp định đình chiến được kí vào tháng 7 - 1921,"match (e:KiKet)-[:ten_goi]-(a) where a.name = ""Hiệp định đình chiến""
match (e)-[:dien_ra_vao|thoi_gian_bat_dau|thoi_gian_ket_thuc]-(b) where b.name = ""tháng 7 - 1921""
match (e)-[:y_nghia]-(c)
return c"
1702,Trình bày ý nghĩa của Hòa ước Bret Litốp được kí vào ngày 2 - 9 - 1945,"match (e:KiKet)-[:ten_goi]-(a) where a.name = ""Hòa ước Bret Litốp""
match (e)-[:dien_ra_vao|thoi_gian_bat_dau|thoi_gian_ket_thuc]-(b) where b.name = ""ngày 2 - 9 - 1945""
match (e)-[:y_nghia]-(c)
return c"
1703,Trình bày ý nghĩa của Hòa ước Bret Litốp được kí vào ngày 1 - 5,"match (e:KiKet)-[:ten_goi]-(a) where a.name = ""Hòa ước Bret Litốp""
match (e)-[:dien_ra_vao|thoi_gian_bat_dau|thoi_gian_ket_thuc]-(b) where b.name = ""ngày 1 - 5""
match (e)-[:y_nghia]-(c)
return c"
1704,Trình bày ý nghĩa của Hiệp ước Nam Kinh được kí vào Năm 1854,"match (e:KiKet)-[:ten_goi]-(a) where a.name = ""Hiệp ước Nam Kinh""
match (e)-[:dien_ra_vao|thoi_gian_bat_dau|thoi_gian_ket_thuc]-(b) where b.name = ""Năm 1854""
match (e)-[:y_nghia]-(c)
return c"
1705,Trình bày ý nghĩa của Hiệp ước Nhâm Tuất được kí vào tháng 6 - 1944,"match (e:KiKet)-[:ten_goi]-(a) where a.name = ""Hiệp ước Nhâm Tuất""
match (e)-[:dien_ra_vao|thoi_gian_bat_dau|thoi_gian_ket_thuc]-(b) where b.name = ""tháng 6 - 1944""
match (e)-[:y_nghia]-(c)
return c"
1706,Trình bày ý nghĩa của Hiệp ước Xô - Đức được kí vào Ngày 8 - 8 - 1967,"match (e:KiKet)-[:ten_goi]-(a) where a.name = ""Hiệp ước Xô - Đức""
match (e)-[:dien_ra_vao|thoi_gian_bat_dau|thoi_gian_ket_thuc]-(b) where b.name = ""Ngày 8 - 8 - 1967""
match (e)-[:y_nghia]-(c)
return c"
1707,Trình bày ý nghĩa của Hiệp định đình chiến được kí vào đêm 3 - 8 - 1914,"match (e:KiKet)-[:ten_goi]-(a) where a.name = ""Hiệp định đình chiến""
match (e)-[:dien_ra_vao|thoi_gian_bat_dau|thoi_gian_ket_thuc]-(b) where b.name = ""đêm 3 - 8 - 1914""
match (e)-[:y_nghia]-(c)
return c"
1708,Trình bày ý nghĩa của Hiệp định đình chiến được kí vào 18 - 12 - 1861,"match (e:KiKet)-[:ten_goi]-(a) where a.name = ""Hiệp định đình chiến""
match (e)-[:dien_ra_vao|thoi_gian_bat_dau|thoi_gian_ket_thuc]-(b) where b.name = ""18 - 12 - 1861""
match (e)-[:y_nghia]-(c)
return c"
1709,Trình bày ý nghĩa của Hiệp ước Nam Kinh được kí vào ngày 4 - 9 - 1870,"match (e:KiKet)-[:ten_goi]-(a) where a.name = ""Hiệp ước Nam Kinh""
match (e)-[:dien_ra_vao|thoi_gian_bat_dau|thoi_gian_ket_thuc]-(b) where b.name = ""ngày 4 - 9 - 1870""
match (e)-[:y_nghia]-(c)
return c"
1710,Trình bày ý nghĩa của Hiệp ước Tam cường được kí vào Tháng 10 - 1894,"match (e:KiKet)-[:ten_goi]-(a) where a.name = ""Hiệp ước Tam cường""
match (e)-[:dien_ra_vao|thoi_gian_bat_dau|thoi_gian_ket_thuc]-(b) where b.name = ""Tháng 10 - 1894""
match (e)-[:y_nghia]-(c)
return c"
1711,Trình bày ý nghĩa của Hiệp định đình chiến được kí vào năm 1888,"match (e:KiKet)-[:ten_goi]-(a) where a.name = ""Hiệp định đình chiến""
match (e)-[:dien_ra_vao|thoi_gian_bat_dau|thoi_gian_ket_thuc]-(b) where b.name = ""năm 1888""
match (e)-[:y_nghia]-(c)
return c"
1712,Trình bày ý nghĩa của Hiệp ước Xô - Đức được kí vào ngày 4 - 9 - 1870,"match (e:KiKet)-[:ten_goi]-(a) where a.name = ""Hiệp ước Xô - Đức""
match (e)-[:dien_ra_vao|thoi_gian_bat_dau|thoi_gian_ket_thuc]-(b) where b.name = ""ngày 4 - 9 - 1870""
match (e)-[:y_nghia]-(c)
return c"
1713,Trình bày ý nghĩa của Hiệp ước Nhâm Tuất được kí vào Ngày 9 - 5 - 1911,"match (e:KiKet)-[:ten_goi]-(a) where a.name = ""Hiệp ước Nhâm Tuất""
match (e)-[:dien_ra_vao|thoi_gian_bat_dau|thoi_gian_ket_thuc]-(b) where b.name = ""Ngày 9 - 5 - 1911""
match (e)-[:y_nghia]-(c)
return c"
1714,Trình bày ý nghĩa của Hiệp định Sơ bộ được kí vào Thế kỉ XV,"match (e:KiKet)-[:ten_goi]-(a) where a.name = ""Hiệp định Sơ bộ""
match (e)-[:dien_ra_vao|thoi_gian_bat_dau|thoi_gian_ket_thuc]-(b) where b.name = ""Thế kỉ XV""
match (e)-[:y_nghia]-(c)
return c"
1715,Trình bày ý nghĩa của Hiệp ước Xô - Đức được kí vào năm 1884,"match (e:KiKet)-[:ten_goi]-(a) where a.name = ""Hiệp ước Xô - Đức""
match (e)-[:dien_ra_vao|thoi_gian_bat_dau|thoi_gian_ket_thuc]-(b) where b.name = ""năm 1884""
match (e)-[:y_nghia]-(c)
return c"
1716,Trình bày ý nghĩa của Hòa ước Bret Litốp được kí vào Năm 1854,"match (e:KiKet)-[:ten_goi]-(a) where a.name = ""Hòa ước Bret Litốp""
match (e)-[:dien_ra_vao|thoi_gian_bat_dau|thoi_gian_ket_thuc]-(b) where b.name = ""Năm 1854""
match (e)-[:y_nghia]-(c)
return c"
1717,Trình bày ý nghĩa của Hiệp ước Nhâm Tuất được kí vào tháng 12 - 1886,"match (e:KiKet)-[:ten_goi]-(a) where a.name = ""Hiệp ước Nhâm Tuất""
match (e)-[:dien_ra_vao|thoi_gian_bat_dau|thoi_gian_ket_thuc]-(b) where b.name = ""tháng 12 - 1886""
match (e)-[:y_nghia]-(c)
return c"
1718,Trình bày ý nghĩa của Hòa ước Bret Litốp được kí vào Ngày 13 - 3 - 1954,"match (e:KiKet)-[:ten_goi]-(a) where a.name = ""Hòa ước Bret Litốp""
match (e)-[:dien_ra_vao|thoi_gian_bat_dau|thoi_gian_ket_thuc]-(b) where b.name = ""Ngày 13 - 3 - 1954""
match (e)-[:y_nghia]-(c)
return c"
1719,Kết quả của việc kí kết Hiệp định đình chiến là gì?,"match (e:KiKet)-[:ten_goi]-(a) where a.name = ""Hiệp định đình chiến""
match (e)-[:Result|ket_qua]->(e1)
match path = (e1)-[:NextEvent*0..]->()
with nodes(path) as l
match path=(x)-[*0..1]-(y:Entity) where x in l
return path"
1720,Kết quả của việc kí kết Hiệp ước Xô - Đức là gì?,"match (e:KiKet)-[:ten_goi]-(a) where a.name = ""Hiệp ước Xô - Đức""
match (e)-[:Result|ket_qua]->(e1)
match path = (e1)-[:NextEvent*0..]->()
with nodes(path) as l
match path=(x)-[*0..1]-(y:Entity) where x in l
return path"
1721,Kết quả của việc kí kết Hiệp ước 1893 là gì?,"match (e:KiKet)-[:ten_goi]-(a) where a.name = ""Hiệp ước 1893""
match (e)-[:Result|ket_qua]->(e1)
match path = (e1)-[:NextEvent*0..]->()
with nodes(path) as l
match path=(x)-[*0..1]-(y:Entity) where x in l
return path"
1722,Kết quả của việc kí kết Điều ước Tân Sửu là gì?,"match (e:KiKet)-[:ten_goi]-(a) where a.name = ""Điều ước Tân Sửu""
match (e)-[:Result|ket_qua]->(e1)
match path = (e1)-[:NextEvent*0..]->()
with nodes(path) as l
match path=(x)-[*0..1]-(y:Entity) where x in l
return path"
1723,Kết quả của việc kí kết Hòa ước Bret Litốp là gì?,"match (e:KiKet)-[:ten_goi]-(a) where a.name = ""Hòa ước Bret Litốp""
match (e)-[:Result|ket_qua]->(e1)
match path = (e1)-[:NextEvent*0..]->()
with nodes(path) as l
match path=(x)-[*0..1]-(y:Entity) where x in l
return path"
1724,Kết quả của việc kí kết Hiệp ước Nam Kinh là gì?,"match (e:KiKet)-[:ten_goi]-(a) where a.name = ""Hiệp ước Nam Kinh""
match (e)-[:Result|ket_qua]->(e1)
match path = (e1)-[:NextEvent*0..]->()
with nodes(path) as l
match path=(x)-[*0..1]-(y:Entity) where x in l
return path"
1725,Kết quả của việc kí kết Hiệp ước Tam cường là gì?,"match (e:KiKet)-[:ten_goi]-(a) where a.name = ""Hiệp ước Tam cường""
match (e)-[:Result|ket_qua]->(e1)
match path = (e1)-[:NextEvent*0..]->()
with nodes(path) as l
match path=(x)-[*0..1]-(y:Entity) where x in l
return path"
1726,Kết quả của việc kí kết Hiệp ước Nhâm Tuất là gì?,"match (e:KiKet)-[:ten_goi]-(a) where a.name = ""Hiệp ước Nhâm Tuất""
match (e)-[:Result|ket_qua]->(e1)
match path = (e1)-[:NextEvent*0..]->()
with nodes(path) as l
match path=(x)-[*0..1]-(y:Entity) where x in l
return path"
1727,Kết quả của việc kí kết Hiệp định Sơ bộ là gì?,"match (e:KiKet)-[:ten_goi]-(a) where a.name = ""Hiệp định Sơ bộ""
match (e)-[:Result|ket_qua]->(e1)
match path = (e1)-[:NextEvent*0..]->()
with nodes(path) as l
match path=(x)-[*0..1]-(y:Entity) where x in l
return path"
1728,Vương triều Mô-gôn thành lập Đảng Lập hiến ở Thực dân Pháp nhằm mục đích gì?,"match (e:ThanhLap)-[:thanh_lap_boi]-(a) where a.name = ""Vương triều Mô-gôn""
match (e)-[:doi_tuong_duoc_thanh_lap]-(b) where b.name = ""Đảng Lập hiến""
match (e)-[:(dien_ra_o|thuoc)*]-(c) where c.name = ""Thực dân Pháp""
match (e)-[:muc_tieu]-(d)
return d"
1729,Nhà Mãn Thanh thành lập Vương triều Hồi giáo Đê-li ở Cô-bê nhằm mục đích gì?,"match (e:ThanhLap)-[:thanh_lap_boi]-(a) where a.name = ""Nhà Mãn Thanh""
match (e)-[:doi_tuong_duoc_thanh_lap]-(b) where b.name = ""Vương triều Hồi giáo Đê-li""
match (e)-[:(dien_ra_o|thuoc)*]-(c) where c.name = ""Cô-bê""
match (e)-[:muc_tieu]-(d)
return d"
1730,vương triều Tiền Lê thành lập liên minh phát xít ở Bun-ga-ri nhằm mục đích gì?,"match (e:ThanhLap)-[:thanh_lap_boi]-(a) where a.name = ""vương triều Tiền Lê""
match (e)-[:doi_tuong_duoc_thanh_lap]-(b) where b.name = ""liên minh phát xít""
match (e)-[:(dien_ra_o|thuoc)*]-(c) where c.name = ""Bun-ga-ri""
match (e)-[:muc_tieu]-(d)
return d"
1731,Đảng Cộng sản thành lập chính quyền xô viết ở Tây Ban Nha nhằm mục đích gì?,"match (e:ThanhLap)-[:thanh_lap_boi]-(a) where a.name = ""Đảng Cộng sản""
match (e)-[:doi_tuong_duoc_thanh_lap]-(b) where b.name = ""chính quyền xô viết""
match (e)-[:(dien_ra_o|thuoc)*]-(c) where c.name = ""Tây Ban Nha""
match (e)-[:muc_tieu]-(d)
return d"
1732,tập đoàn quân phiệt Bắc Dương thành lập An Nam Cộng sản đảng ở Hải Dương nhằm mục đích gì?,"match (e:ThanhLap)-[:thanh_lap_boi]-(a) where a.name = ""tập đoàn quân phiệt Bắc Dương""
match (e)-[:doi_tuong_duoc_thanh_lap]-(b) where b.name = ""An Nam Cộng sản đảng""
match (e)-[:(dien_ra_o|thuoc)*]-(c) where c.name = ""Hải Dương""
match (e)-[:muc_tieu]-(d)
return d"
1733,Chính phủ lâm thời thành lập Chính phủ phản quốc ở Hòn Gai nhằm mục đích gì?,"match (e:ThanhLap)-[:thanh_lap_boi]-(a) where a.name = ""Chính phủ lâm thời""
match (e)-[:doi_tuong_duoc_thanh_lap]-(b) where b.name = ""Chính phủ phản quốc""
match (e)-[:(dien_ra_o|thuoc)*]-(c) where c.name = ""Hòn Gai""
match (e)-[:muc_tieu]-(d)
return d"
1734,triều đình Huế thành lập Liên minh phát xít ở Mát-xcơ-va nhằm mục đích gì?,"match (e:ThanhLap)-[:thanh_lap_boi]-(a) where a.name = ""triều đình Huế""
match (e)-[:doi_tuong_duoc_thanh_lap]-(b) where b.name = ""Liên minh phát xít""
match (e)-[:(dien_ra_o|thuoc)*]-(c) where c.name = ""Mát-xcơ-va""
match (e)-[:muc_tieu]-(d)
return d"
1735,Đảng Cộng sản công nhân Mĩ thành lập tập đoàn quân phiệt Bắc Dương ở Tây Thanh Hóa nhằm mục đích gì?,"match (e:ThanhLap)-[:thanh_lap_boi]-(a) where a.name = ""Đảng Cộng sản công nhân Mĩ""
match (e)-[:doi_tuong_duoc_thanh_lap]-(b) where b.name = ""tập đoàn quân phiệt Bắc Dương""
match (e)-[:(dien_ra_o|thuoc)*]-(c) where c.name = ""Tây Thanh Hóa""
match (e)-[:muc_tieu]-(d)
return d"
1736,liên minh phát xít thành lập Nga hoàng ở Quảng Yên nhằm mục đích gì?,"match (e:ThanhLap)-[:thanh_lap_boi]-(a) where a.name = ""liên minh phát xít""
match (e)-[:doi_tuong_duoc_thanh_lap]-(b) where b.name = ""Nga hoàng""
match (e)-[:(dien_ra_o|thuoc)*]-(c) where c.name = ""Quảng Yên""
match (e)-[:muc_tieu]-(d)
return d"
1737,Đảng Cộng sản Đông Dương thành lập Vương triều Hồi giáo Đê-li ở Đông Khê nhằm mục đích gì?,"match (e:ThanhLap)-[:thanh_lap_boi]-(a) where a.name = ""Đảng Cộng sản Đông Dương""
match (e)-[:doi_tuong_duoc_thanh_lap]-(b) where b.name = ""Vương triều Hồi giáo Đê-li""
match (e)-[:(dien_ra_o|thuoc)*]-(c) where c.name = ""Đông Khê""
match (e)-[:muc_tieu]-(d)
return d"
1738,quốc gia Phù Nam thành lập liên quân phong kiến Áo - Phổ ở Bờ Biển Vàng nhằm mục đích gì?,"match (e:ThanhLap)-[:thanh_lap_boi]-(a) where a.name = ""quốc gia Phù Nam""
match (e)-[:doi_tuong_duoc_thanh_lap]-(b) where b.name = ""liên quân phong kiến Áo - Phổ""
match (e)-[:(dien_ra_o|thuoc)*]-(c) where c.name = ""Bờ Biển Vàng""
match (e)-[:muc_tieu]-(d)
return d"
1739,vương triều Tiền Lê thành lập Liên minh phát xít ở Hirôsima nhằm mục đích gì?,"match (e:ThanhLap)-[:thanh_lap_boi]-(a) where a.name = ""vương triều Tiền Lê""
match (e)-[:doi_tuong_duoc_thanh_lap]-(b) where b.name = ""Liên minh phát xít""
match (e)-[:(dien_ra_o|thuoc)*]-(c) where c.name = ""Hirôsima""
match (e)-[:muc_tieu]-(d)
return d"
1740,nước Cộng hòa Xô viết Ba-vi-e thành lập vương triều Tiền Lê ở huyện Hưng Nguyên nhằm mục đích gì?,"match (e:ThanhLap)-[:thanh_lap_boi]-(a) where a.name = ""nước Cộng hòa Xô viết Ba-vi-e""
match (e)-[:doi_tuong_duoc_thanh_lap]-(b) where b.name = ""vương triều Tiền Lê""
match (e)-[:(dien_ra_o|thuoc)*]-(c) where c.name = ""huyện Hưng Nguyên""
match (e)-[:muc_tieu]-(d)
return d"
1741,phái Giacôbanh thành lập Chính quyền Xô viết ở Đông Khê nhằm mục đích gì?,"match (e:ThanhLap)-[:thanh_lap_boi]-(a) where a.name = ""phái Giacôbanh""
match (e)-[:doi_tuong_duoc_thanh_lap]-(b) where b.name = ""Chính quyền Xô viết""
match (e)-[:(dien_ra_o|thuoc)*]-(c) where c.name = ""Đông Khê""
match (e)-[:muc_tieu]-(d)
return d"
1742,Hội đồng nhân dân In-đô-nê-xi-a thành lập Đảng Cộng sản Việt Nam ở Đồng Xoài nhằm mục đích gì?,"match (e:ThanhLap)-[:thanh_lap_boi]-(a) where a.name = ""Hội đồng nhân dân In-đô-nê-xi-a""
match (e)-[:doi_tuong_duoc_thanh_lap]-(b) where b.name = ""Đảng Cộng sản Việt Nam""
match (e)-[:(dien_ra_o|thuoc)*]-(c) where c.name = ""Đồng Xoài""
match (e)-[:muc_tieu]-(d)
return d"
1743,Phe Hiệp Ước thành lập Liên minh phát xít ở vùng Đông Bắc nhằm mục đích gì?,"match (e:ThanhLap)-[:thanh_lap_boi]-(a) where a.name = ""Phe Hiệp Ước""
match (e)-[:doi_tuong_duoc_thanh_lap]-(b) where b.name = ""Liên minh phát xít""
match (e)-[:(dien_ra_o|thuoc)*]-(c) where c.name = ""vùng Đông Bắc""
match (e)-[:muc_tieu]-(d)
return d"
1744,Chính phủ phản quốc thành lập Xung phong công đoàn ở Vương quốc I-ta-li-a nhằm mục đích gì?,"match (e:ThanhLap)-[:thanh_lap_boi]-(a) where a.name = ""Chính phủ phản quốc""
match (e)-[:doi_tuong_duoc_thanh_lap]-(b) where b.name = ""Xung phong công đoàn""
match (e)-[:(dien_ra_o|thuoc)*]-(c) where c.name = ""Vương quốc I-ta-li-a""
match (e)-[:muc_tieu]-(d)
return d"
1745,Đồng minh thành lập vương triều Tiền Lê ở vùng Văn Giang nhằm mục đích gì?,"match (e:ThanhLap)-[:thanh_lap_boi]-(a) where a.name = ""Đồng minh""
match (e)-[:doi_tuong_duoc_thanh_lap]-(b) where b.name = ""vương triều Tiền Lê""
match (e)-[:(dien_ra_o|thuoc)*]-(c) where c.name = ""vùng Văn Giang""
match (e)-[:muc_tieu]-(d)
return d"
1746,nhà Hồ thành lập nước Cộng hòa Xô viết Ba-vi-e ở Thanh Chương nhằm mục đích gì?,"match (e:ThanhLap)-[:thanh_lap_boi]-(a) where a.name = ""nhà Hồ""
match (e)-[:doi_tuong_duoc_thanh_lap]-(b) where b.name = ""nước Cộng hòa Xô viết Ba-vi-e""
match (e)-[:(dien_ra_o|thuoc)*]-(c) where c.name = ""Thanh Chương""
match (e)-[:muc_tieu]-(d)
return d"
1747,Vương triều Hồi giáo Đê-li thành lập Đảng Cộng sản Việt Nam ở châu thành Long Biên nhằm mục đích gì?,"match (e:ThanhLap)-[:thanh_lap_boi]-(a) where a.name = ""Vương triều Hồi giáo Đê-li""
match (e)-[:doi_tuong_duoc_thanh_lap]-(b) where b.name = ""Đảng Cộng sản Việt Nam""
match (e)-[:(dien_ra_o|thuoc)*]-(c) where c.name = ""châu thành Long Biên""
match (e)-[:muc_tieu]-(d)
return d"
1748,Liên minh xã hội dân chủ In-đô-nê-xi-a thành lập Ủy ban Việt Minh tỉnh Cao Bằng ở Mĩ nhằm mục đích gì?,"match (e:ThanhLap)-[:thanh_lap_boi]-(a) where a.name = ""Liên minh xã hội dân chủ In-đô-nê-xi-a""
match (e)-[:doi_tuong_duoc_thanh_lap]-(b) where b.name = ""Ủy ban Việt Minh tỉnh Cao Bằng""
match (e)-[:(dien_ra_o|thuoc)*]-(c) where c.name = ""Mĩ""
match (e)-[:muc_tieu]-(d)
return d"
1749,nhà Tống thành lập Đảng Cộng sản Đông Dương ở biên giới nước Đức nhằm mục đích gì?,"match (e:ThanhLap)-[:thanh_lap_boi]-(a) where a.name = ""nhà Tống""
match (e)-[:doi_tuong_duoc_thanh_lap]-(b) where b.name = ""Đảng Cộng sản Đông Dương""
match (e)-[:(dien_ra_o|thuoc)*]-(c) where c.name = ""biên giới nước Đức""
match (e)-[:muc_tieu]-(d)
return d"
1750,Trung đội Cứu quốc quân II thành lập Ban Tham mưu ở thị xã Thái Nguyên nhằm mục đích gì?,"match (e:ThanhLap)-[:thanh_lap_boi]-(a) where a.name = ""Trung đội Cứu quốc quân II""
match (e)-[:doi_tuong_duoc_thanh_lap]-(b) where b.name = ""Ban Tham mưu""
match (e)-[:(dien_ra_o|thuoc)*]-(c) where c.name = ""thị xã Thái Nguyên""
match (e)-[:muc_tieu]-(d)
return d"
1751,Ủy ban Khởi nghĩa Hà Nội thành lập Nga hoàng ở cụm cứ điểm Him Lam nhằm mục đích gì?,"match (e:ThanhLap)-[:thanh_lap_boi]-(a) where a.name = ""Ủy ban Khởi nghĩa Hà Nội""
match (e)-[:doi_tuong_duoc_thanh_lap]-(b) where b.name = ""Nga hoàng""
match (e)-[:(dien_ra_o|thuoc)*]-(c) where c.name = ""cụm cứ điểm Him Lam""
match (e)-[:muc_tieu]-(d)
return d"
1752,nhà Đường thành lập Đảng Lập hiến ở Tây Bắc Việt Nam nhằm mục đích gì?,"match (e:ThanhLap)-[:thanh_lap_boi]-(a) where a.name = ""nhà Đường""
match (e)-[:doi_tuong_duoc_thanh_lap]-(b) where b.name = ""Đảng Lập hiến""
match (e)-[:(dien_ra_o|thuoc)*]-(c) where c.name = ""Tây Bắc Việt Nam""
match (e)-[:muc_tieu]-(d)
return d"
1753,Đồng minh thành lập Đông Dương cộng sản đảng ở Tây Ban Nha nhằm mục đích gì?,"match (e:ThanhLap)-[:thanh_lap_boi]-(a) where a.name = ""Đồng minh""
match (e)-[:doi_tuong_duoc_thanh_lap]-(b) where b.name = ""Đông Dương cộng sản đảng""
match (e)-[:(dien_ra_o|thuoc)*]-(c) where c.name = ""Tây Ban Nha""
match (e)-[:muc_tieu]-(d)
return d"
1754,nhà Tống thành lập Trung đội Cứu quốc quân I ở nước Đức nhằm mục đích gì?,"match (e:ThanhLap)-[:thanh_lap_boi]-(a) where a.name = ""nhà Tống""
match (e)-[:doi_tuong_duoc_thanh_lap]-(b) where b.name = ""Trung đội Cứu quốc quân I""
match (e)-[:(dien_ra_o|thuoc)*]-(c) where c.name = ""nước Đức""
match (e)-[:muc_tieu]-(d)
return d"
1755,Liên hiệp đấu tranh giải phóng giai cấp công nhân thành lập Liên bang Cộng hoà xã hội chủ nghĩa Xô viết ở Nhật Bản nhằm mục đích gì?,"match (e:ThanhLap)-[:thanh_lap_boi]-(a) where a.name = ""Liên hiệp đấu tranh giải phóng giai cấp công nhân""
match (e)-[:doi_tuong_duoc_thanh_lap]-(b) where b.name = ""Liên bang Cộng hoà xã hội chủ nghĩa Xô viết""
match (e)-[:(dien_ra_o|thuoc)*]-(c) where c.name = ""Nhật Bản""
match (e)-[:muc_tieu]-(d)
return d"
1756,Vạn Xuân thành lập Ban Chấp hành Trung ương lâm thời ở Tân Phước nhằm mục đích gì?,"match (e:ThanhLap)-[:thanh_lap_boi]-(a) where a.name = ""Vạn Xuân""
match (e)-[:doi_tuong_duoc_thanh_lap]-(b) where b.name = ""Ban Chấp hành Trung ương lâm thời""
match (e)-[:(dien_ra_o|thuoc)*]-(c) where c.name = ""Tân Phước""
match (e)-[:muc_tieu]-(d)
return d"
1757,Xung phong công đoàn thành lập Liên bang Cộng hòa xã hội chủ nghĩa Xô viết ở Việt Nam Dân chủ Cộng hòa nhằm mục đích gì?,"match (e:ThanhLap)-[:thanh_lap_boi]-(a) where a.name = ""Xung phong công đoàn""
match (e)-[:doi_tuong_duoc_thanh_lap]-(b) where b.name = ""Liên bang Cộng hòa xã hội chủ nghĩa Xô viết""
match (e)-[:(dien_ra_o|thuoc)*]-(c) where c.name = ""Việt Nam Dân chủ Cộng hòa""
match (e)-[:muc_tieu]-(d)
return d"
1758,Đồng minh thành lập Ban Chấp hành Trung ương lâm thời ở vùng Văn Giang nhằm mục đích gì?,"match (e:ThanhLap)-[:thanh_lap_boi]-(a) where a.name = ""Đồng minh""
match (e)-[:doi_tuong_duoc_thanh_lap]-(b) where b.name = ""Ban Chấp hành Trung ương lâm thời""
match (e)-[:(dien_ra_o|thuoc)*]-(c) where c.name = ""vùng Văn Giang""
match (e)-[:muc_tieu]-(d)
return d"
1759,vương triều Tiền Lê thành lập Liên minh nhân dân Việt - Miên - Lào ở Ê-ti-ô-pi-a nhằm mục đích gì?,"match (e:ThanhLap)-[:thanh_lap_boi]-(a) where a.name = ""vương triều Tiền Lê""
match (e)-[:doi_tuong_duoc_thanh_lap]-(b) where b.name = ""Liên minh nhân dân Việt - Miên - Lào""
match (e)-[:(dien_ra_o|thuoc)*]-(c) where c.name = ""Ê-ti-ô-pi-a""
match (e)-[:muc_tieu]-(d)
return d"
